epoch,class,box_loss,mAP50,mAP50-95,precision,recall,fps
73,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
74,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
75,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
76,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
77,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
78,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
79,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
80,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
81,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
82,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
83,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
84,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
85,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
86,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
87,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
88,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
89,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
90,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
91,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
92,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
93,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
94,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
95,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
96,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
97,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
98,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
99,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
100,placa de carro,,0.29364404593531834,,0.18238425991481036,1.0,42.97661072827904
